,artist_name,followers, genres,artist_uri,artist_href
0,Fujii Kaze,3256829,japanese teen pop,spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,https://api.spotify.com/v1/artists/6bDWAcdtVR3WHz2xtiIPUi
